Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,AudioLevel,LightLevel,Weather
213845.335,0.08281022310256958,0.25158268213272095,-0.1966179609298706,1.5316671133041382,-1.6069148778915405,-0.6167004704475403,0.1468709,17.525478,Clouds
213845.365,-0.29049423336982727,-0.293312132358551,0.09833520650863647,2.329068660736084,-1.2897123098373413,-0.4226646423339844,0.08652843,17.525478,Clouds
213845.395,-0.5613257884979248,-0.6959118247032166,0.024573028087615967,-0.8246473670005798,0.9855037331581116,-0.16897940635681152,0.20849822,17.525478,Clouds
213845.425,0.40091460943222046,-0.3129526972770691,-1.4982304573059082,-3.6050567626953125,-0.3941810429096222,0.8808220624923706,0.1915996,17.525478,Clouds
213845.455,0.4991007149219513,0.010762214660644531,-0.9364756345748901,-2.160236358642578,-1.15065598487854,0.7061302065849304,0.1800962,17.525478,Clouds
213845.485,0.4272993803024292,0.046141624450683594,0.09648209810256958,-0.5774392485618591,1.575866937637329,0.1820063292980194,0.15512952,17.525478,Clouds
213845.515,0.5820420980453491,-0.0004124641418457031,-0.32993584871292114,-1.1300206184387207,1.5555990934371948,0.15075968205928802,0.14209545,17.525478,Clouds
213845.544,0.5801711082458496,0.07910037040710449,-0.3140662908554077,-1.6542564630508423,0.30135640501976013,0.23910492658615112,0.121852785,17.525478,Clouds
213845.574,0.49167028069496155,0.22276568412780762,0.12307220697402954,0.44247621297836304,0.7538773417472839,-0.026508813723921776,0.11360881,17.525478,Clouds
213845.604,0.43148624897003174,0.3695700764656067,0.23842060565948486,1.2188451290130615,0.7359420657157898,-0.2377105951309204,0.10974686,17.525478,Clouds
213845.635,0.4845472574234009,0.7015137076377869,0.32259708642959595,0.5166821479797363,0.08651117235422134,-0.06409082561731339,0.100791186,17.525478,Clouds
213845.664,0.7188267707824707,1.1540186405181885,0.5257872939109802,0.4276757538318634,-0.12603510916233063,-0.1257973611354828,0.10064165,17.525478,Clouds
213845.694,0.6219120621681213,1.336684226989746,0.8123294711112976,0.8199685215950012,0.6489630341529846,-0.24752527475357056,0.19734323,17.525478,Clouds
213845.724,0.4526751935482025,1.2200089693069458,0.7611939311027527,0.390168160200119,1.440244197845459,-0.25918546319007874,0.1932595,17.525478,Clouds
213845.753,0.48043280839920044,1.0084552764892578,0.4102437496185303,-0.5532357096672058,0.6470624208450317,-0.8967127799987793,0.19080044,17.525478,Clouds
