Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,AudioLevel,LightLevel,Weather
213108.324,-0.042629070580005646,0.06274774670600891,0.17097258567810059,0.6624055504798889,-0.27030596137046814,0.4425334632396698,0.030130588,126.1277,Clouds
213108.354,-0.06542908400297165,0.00404869019985199,0.12039989233016968,0.7333012819290161,-0.7352409362792969,0.3502996861934662,0.04597741,126.1277,Clouds
213108.384,-0.08278445899486542,-0.09664419293403625,0.14920425415039062,-0.3077608048915863,-0.2161111831665039,0.026479465886950493,0.04535862,126.1277,Clouds
213108.414,-0.009655460715293884,-0.008765488862991333,0.09742856025695801,-0.5939270257949829,-0.10154391080141068,0.33107930421829224,0.044557888,126.1277,Clouds
213108.444,-0.06410488486289978,0.05931340157985687,0.05004769563674927,0.04377647116780281,-0.3637942671775818,0.5190225839614868,0.043589238,126.1277,Clouds
213108.474,-0.05537751317024231,-0.004471808671951294,0.015129327774047852,0.44781216979026794,-0.685960590839386,0.4246653914451599,0.04139314,126.1277,Clouds
213108.504,-0.045148834586143494,-0.017410889267921448,0.13567829132080078,0.23044148087501526,-1.1130807399749756,0.0805162712931633,0.0386439,126.1277,Clouds
213108.534,-0.05672858655452728,-0.012416288256645203,0.15107256174087524,-0.1615792214870453,-1.3094254732131958,-0.2937932014465332,0.037825946,126.1277,Clouds
213108.565,-0.057168275117874146,0.11796753108501434,0.2589072585105896,-0.346922367811203,-2.0687155723571777,-0.06174858659505844,0.047850877,126.1277,Clouds
213108.593,-0.09958463907241821,0.29809999465942383,0.5331407785415649,-0.05378556624054909,-3.2542564868927,0.6281118392944336,0.045965094,126.1277,Clouds
213108.623,0.06754893064498901,0.3747149705886841,0.5977002382278442,0.04929414018988609,-5.078882694244385,1.3903093338012695,0.043371007,126.1277,Clouds
213108.653,0.3697788715362549,0.5312395095825195,0.696139395236969,-0.17882944643497467,-7.6486921310424805,1.913663625717163,0.03980049,126.1277,Clouds
213108.683,0.420826256275177,0.7681151032447815,0.39930450916290283,-0.022458938881754875,-10.145244598388672,2.902076482772827,0.04443743,126.1277,Clouds
213108.713,0.3353431820869446,0.7721797823905945,0.055006176233291626,1.7311735153198242,-8.88787841796875,3.7819888591766357,0.25252265,126.1277,Clouds
